mean_rr,sdnn,rmssd,mean_hr,pnn50,lf_hf_ratio,cnn_prob,delta_power,theta_power,alpha_power,beta_power,rel_delta,rel_theta,rel_alpha,rel_beta,delta_beta_ratio,breathing_rate,mean_amplitude,std_amplitude,mean_peak_dist,breath_regularity,apnea_index,ie_ratio,label
794.4864864864865,221.6641752158921,259.7605735202237,75.52047897673152,37.83783783783784,1.0802383029450235,0.985527,0.0006377784757758,3.103240111270289e-05,3.646957406036037e-05,1.2651163620517473e-05,0.8883554684499411,0.0432247312737641,0.0507981168683216,0.0176216834079732,50.41263356530323,24.9546279491833,0.8826957799386926,0.9999999750893104,2.4043636363636365,0.4022302180720425,0.0593333333333333,1.596952908581728,1
862.8235294117648,166.11131466017446,182.82231811242303,69.53913280610853,29.411764705882355,0.4261201580963137,0.98409945,0.0006458806145425,4.254952328023313e-05,5.035238848294736e-05,1.232964685395706e-05,0.8598990105905713,0.0566486934983908,0.0670371088130969,0.0164151870979407,52.38435635609923,24.416711882799785,0.8895932573282044,0.999999975671516,2.457333333333333,0.3626953092393972,0.0636,1.5083612040083334,1
715.7073170731708,257.8657472503803,332.55195082873894,83.83315158124319,56.09756097560976,0.1140139488410355,0.9879404,0.0005238490504058,3.881233620183081e-05,5.0029568697952565e-05,1.2223649032490454e-05,0.8382730164558888,0.0621082239595535,0.0800582485201118,0.0195605110644456,42.85537395695059,22.996515679442503,0.8884481752741545,0.9999999757646236,2.6090909090909093,0.3732612870278564,0.0665333333333333,1.4991669443468871,1
782.8421052631579,238.0940245846928,296.0335992617931,76.64380798709156,42.10526315789473,1.0249323950428522,0.99229294,0.0008032209221688,4.300045497679273e-05,3.653827274498348e-05,1.190103059443011e-05,0.8977939230920167,0.0480634232785085,0.0408403694741259,0.0133022841553486,67.49171139386794,22.348638764729788,0.8713963222877258,0.9999999766253032,2.6847272727272724,0.4093857056762425,0.0698666666666666,1.5108804820839945,0
750.2564102564103,255.0733145435679,312.10659447661385,79.97265892002734,53.84615384615385,0.9572440229598368,0.99188846,0.0005228353786096,3.22959913800802e-05,3.552390755437201e-05,1.242255712118958e-05,0.8669451081713663,0.0535519455759844,0.05890434950919,0.020598596743459,42.08758096333224,24.46649449503873,0.8735209016721317,0.9999999735848444,2.4523333333333337,0.3870179650418529,0.0657333333333333,1.6168876482846586,0
794.3783783783783,218.336629672691,268.01077921937724,75.53075666848122,37.83783783783784,0.140499079218473,0.9863766,0.0006565599991154,3.876262470496494e-05,3.757590998958268e-05,1.238221006999885e-05,0.8809566119974368,0.0520107691272993,0.0504184635094135,0.0166141553658502,53.024459721149015,26.136198635109626,0.8878646417174998,0.9999999752360936,2.295666666666667,0.378244471254231,0.062,1.5606008876696464,0
865.5294117647059,168.2603436719275,205.5036680348007,69.32173440260976,29.411764705882355,0.6165388926539108,0.98717993,0.0007629551535729,3.647062385080929e-05,2.9834903821193864e-05,1.1781066723736484e-05,0.907154912839538,0.0433636308053609,0.0354737489467703,0.0140077074083309,64.76112659949025,24.38663907774165,0.8593135306595502,0.999999974249274,2.4603636363636365,0.3722200395317006,0.0873333333333333,1.5782055689186036,0
775.578947368421,241.51066573145343,274.72403844093674,77.36156351791531,47.368421052631575,0.3297212984859901,0.9838668,0.0005099107437483,3.288798850516193e-05,4.406911928385866e-05,1.245683393280786e-05,0.8508088455397473,0.05487507740376,0.0735312933911331,0.0207847836653593,40.93421703290257,24.03846153846154,0.8814368039041883,0.9999999773590714,2.496,0.390116574120713,0.0768,1.5193147463838788,0
761.1282051282051,243.7383190613034,303.1588084781551,78.83034631451288,48.71794871794872,3.395348223553694,0.9908883,0.0005048768279575,4.121344714305886e-05,4.7731894394225e-05,1.2496846214804328e-05,0.8326917264282636,0.0679732056478962,0.078724059707021,0.0206110082168191,40.40033935597404,24.596884394643347,0.8899149797148417,0.9999999750469984,2.4393333333333334,0.3784421501113652,0.0665333333333333,1.509200401467015,0
704.390243902439,246.05976649039224,308.5637697462228,85.18005540166205,58.53658536585365,0.4223381505013657,0.9873998,0.0006804557857061,3.5444918302471934e-05,3.4424519061001464e-05,1.297842986400922e-05,0.8914614558582657,0.046436196350228,0.0450993768059369,0.017002970985569,52.42974634344056,25.3963367708173,0.8898205415500207,0.9999999762570464,2.3625454545454545,0.3829024823277601,0.0669333333333333,1.4622455679531772,0
